SRC,TGT,Sign
3213,3253,1
4312,1191,1
32,269,1
2121,1867,1
1734,1182,1
6389,5086,1
5422,1847,1
3555,2879,1
9923,9120,1
1659,3003,1
425,603,1
2991,3036,1
2121,2577,1
169,1144,1
2972,2148,1
2545,3196,1
648,376,1
2878,7912,1
4235,1484,1
8067,10373,1
831,98,1
7072,6336,1
2292,286,1
3367,1780,1
2130,1954,1
8543,6652,1
6808,3396,1
3703,3871,1
4217,2470,1
2499,9340,1
136,612,1
10109,4489,1
1549,7143,1
10158,10061,1
3036,312,1
899,8026,1
4251,2700,1
8266,7712,1
6744,8840,1
4757,3904,1
3675,4800,1
44,257,1
11044,10181,1
6098,5826,1
2878,5627,1
854,1805,1
899,2376,1
6129,4544,1
2188,3184,1
2684,468,1
8568,8694,1
195,4767,1
1952,4329,1
861,3509,1
4031,10118,1
1006,6663,1
3098,2971,1
4114,3118,1
1834,4649,1
5228,4446,1
2482,2285,1
5893,8959,1
5834,6685,1
2210,8891,1
8409,3383,1
8035,8821,1
2532,7454,1
4125,1957,1
4920,289,1
3401,2055,1
443,1598,1
8049,8000,1
3056,2188,1
1553,7830,1
2219,965,1
10070,2214,1
7458,3783,1
8365,9623,1
562,2527,1
248,4142,1
1822,1274,1
4113,812,1
1619,812,1
19,1440,1
8539,3943,1
166,317,1
6806,5161,1
3306,346,1
2192,1165,1
3001,861,1
8290,1896,1
1460,2817,1
1304,2997,1
8150,6235,1
4138,1716,1
3128,3120,1
702,376,1
5826,5551,1
4358,4979,1
3579,94,1
325,2482,1
5880,6027,1
2024,1548,1
1124,5723,1
1153,1151,1
2711,177,1
314,6577,1
6028,5173,1
6102,1932,1
206,3501,1
8296,1063,1
1272,4670,1
2130,6203,1
1127,2700,1
4291,1673,1
1095,9681,1
75,11,1
98,6246,1
2927,982,1
1742,9474,1
1901,1766,1
8460,6882,1
1224,815,1
3559,9933,1
6777,7388,1
1124,10169,1
10295,8864,1
3764,3508,1
82,945,1
985,5996,1
22,576,1
2400,9295,1
195,367,1
169,2156,1
846,602,1
3599,6068,1
2169,9253,1
367,775,1
2392,812,1
4793,3968,1
3264,2219,1
3706,3369,1
1650,106,1
6459,697,1
1634,161,1
632,112,1
6735,8202,1
926,1015,1
867,345,1
4462,2101,1
2188,4374,1
2247,345,1
5302,5765,1
8626,9139,1
2532,10059,1
206,5008,1
2238,4283,1
2623,342,1
4115,5563,1
10934,11176,1
6572,4204,1
118,77,1
7634,8569,1
4331,2571,1
8261,10289,1
5853,7016,1
860,9923,1
1553,10650,1
447,4861,1
3397,5512,1
3406,1227,1
4773,8365,1
583,8107,1
7630,6893,1
4289,2408,1
6735,3968,1
1016,1392,1
10688,6479,1
4281,4279,1
4114,9941,1
4336,588,1
8077,11202,1
4619,5372,1
7702,1901,1
208,641,1
1047,354,1
8006,9035,1
4409,961,1
5683,7035,1
207,2828,1
6003,6068,1
292,1223,1
2008,122,1
66,1619,1
265,1486,1
902,3065,1
1404,2120,1
5628,6193,1
6511,6846,1
529,1547,1
3336,1049,1
9462,6086,1
453,362,1
6406,11241,1
1304,726,1
1179,4794,1
523,7137,1
460,77,1
1977,127,1
121,441,1
32,7325,1
3149,3056,1
4931,6902,1
834,190,1
8962,8515,1
825,2454,1
1223,2208,1
2180,3269,1
899,5851,1
8500,8526,1
3442,8151,1
86,2488,1
4270,6214,1
297,2408,1
297,1764,1
107,715,1
99,734,1
202,9480,1
4976,1948,1
3288,451,1
1488,603,1
577,98,1
5893,369,1
5851,5644,1
1067,1626,1
6744,5174,1
1475,288,1
2270,871,1
9010,1257,1
3338,2527,1
7830,5849,1
4191,9242,1
3987,6161,1
3337,1210,1
6116,5305,1
5851,140,1
32,4861,1
50,1343,1
4284,6577,1
179,1805,1
6346,4757,1
696,196,1
1834,2196,1
6909,4462,1
859,2683,1
4279,4283,1
236,963,1
239,430,1
9301,6673,1
10304,10075,1
2454,3122,1
3374,7901,1
38,576,1
3065,2653,1
899,5781,1
1705,257,1
69,529,1
811,734,1
8002,7700,1
1297,1229,1
6079,8498,1
2454,3315,1
8261,10102,1
5762,4120,1
4488,881,1
1426,313,1
5910,2147,1
6515,3396,1
899,3943,1
413,1546,1
10115,8046,1
7631,7633,1
6406,9995,1
626,8360,1
6082,6082,1
10213,9923,1
4125,3957,1
4085,4931,1
860,6907,1
114,3226,1
3521,5119,1
751,4288,1
156,448,1
5847,8016,1
2219,1444,1
815,373,1
2222,4296,1
5890,1872,1
75,531,1
2240,189,1
6287,9189,1
1413,1548,1
1067,805,1
1087,98,1
3053,7182,1
195,2835,1
8626,8428,1
862,1878,1
1237,9216,1
239,10904,1
338,999,1
1609,1729,1
899,2285,1
3374,1382,1
3493,3184,1
1791,192,1
10113,1664,1
66,807,1
2560,6652,1
105,28,1
3535,1565,1
1237,10301,1
3692,126,1
90,812,1
6717,1766,1
6338,5775,1
11034,10929,1
6129,8500,1
6004,8671,1
987,612,1
1799,7148,1
7994,9467,1
4396,414,1
15,1476,1
113,400,1
2050,1132,1
5358,5357,1
2560,8361,1
7515,6200,1
1702,502,1
5618,5650,1
1766,509,1
947,112,1
5752,2148,1
2258,3269,1
98,5931,1
4045,863,1
4600,5826,1
562,488,1
4590,5122,1
5808,4617,1
2143,1098,1
5848,1737,1
814,2006,1
7091,5937,1
571,83,1
6474,1952,1
407,3871,1
8002,9194,1
8982,2552,1
11007,10043,1
8294,1737,1
2482,7155,1
1501,930,1
2180,375,1
1009,812,1
3846,4009,1
636,3677,1
9740,8041,1
7659,1338,1
4592,1764,1
583,3592,1
4955,3931,1
5864,1094,1
195,5241,1
68,177,1
8953,6035,1
1501,4647,1
5437,7702,1
5621,6801,1
3219,1053,1
343,209,1
1469,3911,1
3278,812,1
1546,5119,1
4300,312,1
451,528,1
4581,49,1
5757,4268,1
3764,2525,1
7636,5634,1
336,1160,1
5808,6030,1
4590,4385,1
10200,10069,1
909,309,1
9544,4204,1
8591,6161,1
4751,126,1
123,192,1
8302,6287,1
2229,1443,1
3852,4855,1
8151,5826,1
32,1555,1
10069,3053,1
584,566,1
1928,9408,1
1095,8079,1
1396,4119,1
1846,2120,1
10,191,1
89,7074,1
10240,11046,1
5760,10040,1
2123,1009,1
4348,4161,1
5824,4144,1
5774,5546,1
4129,4106,1
1054,153,1
2051,8932,1
1782,1009,1
15,189,1
5757,5567,1
1742,5765,1
6907,10084,1
3703,369,1
10724,5570,1
7298,4773,1
4773,9008,1
502,1598,1
4115,2378,1
430,7825,1
9505,8202,1
32,7360,1
6009,5161,1
5833,234,1
7825,7712,1
5921,7142,1
4480,4204,1
3397,6239,1
399,641,1
5551,4591,1
6074,3084,1
4113,5829,1
86,294,1
8962,10961,1
399,1532,1
3487,4751,1
655,6028,1
10041,3987,1
338,1122,1
3421,3387,1
2188,2422,1
2359,928,1
2274,2304,1
423,177,1
307,4139,1
825,282,1
8044,8949,1
859,1009,1
413,4662,1
6100,4600,1
3402,367,1
8020,5084,1
257,1201,1
35,240,1
584,2428,1
1429,1508,1
6352,5765,1
573,692,1
1810,1053,1
2031,1224,1
2878,583,1
6056,4148,1
10380,10373,1
313,28,1
3442,2706,1
114,2154,1
5772,86,1
8038,6176,1
5826,8403,1
8068,3851,1
2956,2008,1
90,376,1
5807,4125,1
465,1325,1
6367,8036,1
4810,49,1
10455,5029,1
49,4404,1
2997,1874,1
2376,206,1
10040,9228,1
4480,4284,1
3372,3625,1
8180,4581,1
23,706,1
4936,588,1
6455,419,1
301,399,1
2188,6030,1
10482,11144,1
8020,626,1
146,1359,1
3706,2224,1
577,3111,1
6102,2395,1
4247,3355,1
455,4326,1
9517,3652,1
3524,8020,1
2972,32,1
10031,8254,1
2180,902,1
799,2884,1
4997,8345,1
3259,930,1
499,3073,1
465,5842,1
3137,4418,1
655,9586,1
6135,8378,1
5305,5889,1
2666,4142,1
8026,650,1
485,5422,1
511,5546,1
3315,2524,1
10413,10011,1
8655,11117,1
112,807,1
3154,4271,1
32,5420,1
8002,10195,1
3508,5650,1
2976,2229,1
5226,4115,1
2996,3648,1
1782,2106,1
2272,3592,1
7705,5847,1
1834,106,1
6061,812,1
2935,2367,1
3703,7388,1
11051,10333,1
5991,6125,1
10040,8354,1
399,1229,1
962,977,1
8374,8891,1
80,269,1
6527,10171,1
1127,8623,1
2926,86,1
5852,5258,1
8696,10074,1
768,325,1
523,6098,1
6175,6252,1
59,945,1
1347,881,1
421,4607,1
2997,257,1
1085,861,1
1460,3754,1
1179,4312,1
2604,2400,1
448,235,1
44,1674,1
5153,1094,1
5784,4617,1
8704,10291,1
306,5573,1
206,3208,1
10082,368,1
10040,10593,1
1182,4985,1
208,269,1
7068,4801,1
7711,9147,1
4407,7297,1
878,8507,1
1766,7035,1
5752,49,1
4823,4817,1
1634,2553,1
812,985,1
6336,7072,1
3236,5990,1
350,502,1
75,3226,1
3909,8337,1
5758,3288,1
584,8619,1
5628,5961,1
2104,3065,1
2130,2152,1
6389,8959,1
2240,5698,1
4114,6252,1
11088,3987,1
1369,1647,1
4139,4249,1
2130,5819,1
5035,1872,1
159,599,1
1415,568,1
859,881,1
2135,1703,1
3671,4112,1
1803,7074,1
2706,670,1
8949,8046,1
5358,3871,1
3214,3002,1
7631,10974,1
101,466,1
114,9,1
3838,2234,1
3336,665,1
3263,4142,1
102,631,1
358,1343,1
2684,8827,1
42,113,1
441,1085,1
262,736,1
6131,7821,1
8076,6086,1
10514,6389,1
6249,863,1
7663,1338,1
9923,1879,1
86,4202,1
3256,5769,1
584,1583,1
114,6,1
4285,4594,1
3374,7780,1
2413,3085,1
5804,5833,1
206,2408,1
3088,1115,1
8048,2252,1
189,1847,1
8251,8006,1
1591,809,1
4412,7626,1
1094,9514,1
808,98,1
3451,6069,1
5905,1872,1
4920,5828,1
5046,10509,1
9923,4982,1
3438,5573,1
1095,6971,1
1108,2577,1
60,135,1
6404,10087,1
5838,4064,1
3311,2481,1
222,6554,1
4235,955,1
4144,5258,1
1952,2879,1
2143,3003,1
98,7702,1
122,151,1
1146,603,1
8977,3703,1
1454,9140,1
2008,151,1
195,2529,1
435,3783,1
6040,5905,1
587,2108,1
270,2224,1
6762,1736,1
4581,2482,1
5401,6425,1
2457,3246,1
493,3526,1
3095,1154,1
6404,11124,1
2925,4543,1
8354,8961,1
3037,389,1
6198,1338,1
600,1132,1
5774,2282,1
584,402,1
8429,6198,1
2775,209,1
6722,447,1
122,2527,1
2041,4503,1
5174,5829,1
2221,3624,1
6200,7521,1
336,809,1
9252,6352,1
209,825,1
344,1872,1
113,216,1
9995,10809,1
4312,1803,1
959,301,1
4936,8639,1
154,872,1
23,2902,1
439,1007,1
4235,2277,1
6095,4931,1
8035,5401,1
1486,2339,1
511,7072,1
3006,3253,1
5764,5618,1
959,1619,1
6346,2560,1
344,4247,1
6135,3540,1
1350,328,1
1464,362,1
3518,5998,1
1609,5153,1
509,5567,1
603,81,1
4331,259,1
239,2219,1
278,566,1
3952,3134,1
1677,2983,1
4931,6402,1
6169,6820,1
5521,5578,1
4454,6045,1
2094,7821,1
2120,747,1
6786,5912,1
3233,3648,1
876,6749,1
1834,3056,1
4528,5751,1
3771,726,1
2188,2111,1
3599,23,1
413,10789,1
4688,7137,1
571,2261,1
4336,375,1
2698,58,1
10519,8834,1
7711,3909,1
7651,523,1
5981,1584,1
705,240,1
5913,5681,1
1108,346,1
8581,7457,1
3374,1182,1
346,670,1
447,5853,1
44,2422,1
860,10121,1
5627,1704,1
863,4503,1
7454,7457,1
5193,3509,1
374,8144,1
2651,3871,1
5401,10403,1
3345,520,1
1526,829,1
3037,1889,1
59,1458,1
1087,10240,1
3254,8055,1
10099,7068,1
3372,3909,1
15,8000,1
608,578,1
4991,8959,1
2206,3213,1
751,4445,1
207,1393,1
4124,1584,1
3037,1501,1
3909,7711,1
168,1007,1
1396,1495,1
5814,6792,1
1133,1944,1
4946,1704,1
4139,4649,1
8503,5829,1
6175,6820,1
8548,1766,1
4528,6652,1
4991,539,1
2169,10361,1
4331,2597,1
6014,2480,1
7663,511,1
359,221,1
2188,7457,1
2188,1127,1
322,191,1
262,581,1
2629,6188,1
1028,1394,1
1415,809,1
6367,6352,1
423,1009,1
5782,4125,1
5774,7543,1
2254,360,1
816,1805,1
5765,511,1
8346,6116,1
4145,4190,1
10347,9010,1
270,568,1
261,2527,1
4946,6084,1
2527,1705,1
8384,8841,1
584,1565,1
8020,8265,1
86,1160,1
6326,4245,1
2011,7152,1
83,466,1
2680,2410,1
68,2245,1
87,13,1
5762,4543,1
8197,8610,1
827,282,1
9094,8492,1
93,599,1
4946,1498,1
3495,3911,1
7667,9210,1
6102,4855,1
439,365,1
7800,6731,1
8149,5850,1
15,1201,1
3857,5371,1
951,1874,1
349,2481,1
8493,5829,1
5922,5919,1
336,4025,1
2011,3285,1
8083,6333,1
1429,2789,1
3692,419,1
1060,1407,1
407,259,1
4108,8354,1
5936,1546,1
6730,5305,1
43,240,1
7453,5498,1
421,751,1
4348,6020,1
10148,1775,1
3005,2835,1
584,4249,1
6230,6291,1
3706,7388,1
10116,8959,1
8125,6129,1
5628,344,1
306,6402,1
192,269,1
10069,11241,1
2399,3206,1
2666,4279,1
8002,5847,1
584,3931,1
44,4283,1
2134,3782,1
8046,4909,1
2415,2977,1
1766,3703,1
3098,952,1
6108,10280,1
345,3956,1
49,1191,1
3216,3518,1
202,333,1
4145,6702,1
393,6055,1
2155,349,1
2403,3216,1
2406,3968,1
1053,1942,1
6472,8426,1
6749,4688,1
3521,7142,1
10119,10425,1
2080,5546,1
2488,4899,1
4191,4949,1
1210,5988,1
261,139,1
5228,347,1
265,2828,1
10471,1775,1
5765,9856,1
122,3185,1
483,269,1
5893,9154,1
735,600,1
6737,8426,1
5853,6074,1
1678,1278,1
413,1339,1
1376,1151,1
377,7026,1
5853,9219,1
75,2926,1
9084,4161,1
5086,1747,1
2701,5568,1
5312,3581,1
4245,32,1
6268,5874,1
86,3504,1
4688,589,1
6002,6088,1
208,1046,1
6161,8414,1
3518,5681,1
8271,3599,1
1406,230,1
138,110,1
6772,8959,1
5853,2600,1
2454,825,1
2482,5563,1
2188,4550,1
1114,1458,1
2488,2914,1
5756,2130,1
3037,1570,1
202,999,1
2532,8302,1
75,2124,1
38,641,1
2108,2297,1
4752,1764,1
4936,4773,1
281,884,1
1593,9252,1
5035,1484,1
10174,10694,1
262,2977,1
3127,3120,1
2188,1266,1
7637,10357,1
1995,6974,1
2395,4268,1
5801,6281,1
3053,2169,1
5499,2926,1
195,3035,1
8085,6309,1
43,10,1
5887,2340,1
5751,7360,1
206,2422,1
332,416,1
221,366,1
3236,10069,1
2706,5346,1
7700,5591,1
5591,3509,1
6470,8340,1
2169,8030,1
423,664,1
2455,8319,1
1872,4385,1
6116,9408,1
10089,10902,1
2266,5912,1
4544,8049,1
6732,1741,1
3500,4597,1
8149,6974,1
7104,6676,1
1889,747,1
8887,8321,1
1703,3025,1
941,5029,1
430,6971,1
812,6268,1
467,4326,1
2701,585,1
10033,8020,1
98,8014,1
4448,493,1
6440,9447,1
44,3956,1
3671,6723,1
8271,6183,1
2211,1364,1
4285,2853,1
3882,202,1
44,4005,1
8057,5512,1
2406,5584,1
2996,3129,1
5780,4120,1
2051,8051,1
164,1485,1
867,354,1
271,537,1
1182,3508,1
1808,2154,1
7512,9720,1
5772,863,1
4395,3951,1
3089,2914,1
3706,8015,1
3857,5372,1
102,1496,1
297,346,1
4751,5470,1
1057,447,1
8226,6338,1
899,3096,1
6742,8206,1
612,958,1
44,6080,1
2184,4458,1
4337,4251,1
2213,999,1
6138,7164,1
10251,11066,1
1015,830,1
5853,4784,1
1343,3501,1
4114,4229,1
8978,8036,1
12,2346,1
4120,3472,1
8245,6074,1
2206,367,1
215,963,1
523,6116,1
511,6338,1
1650,3035,1
2422,2189,1
2425,389,1
159,1508,1
4191,5406,1
2700,4340,1
3393,86,1
2532,7324,1
383,28,1
4191,5172,1
9593,330,1
4338,3472,1
5896,876,1
2152,7291,1
4155,5644,1
1534,294,1
7534,7403,1
902,600,1
5762,6068,1
10349,10340,1
7457,8426,1
2468,8202,1
465,711,1
3500,4291,1
1784,443,1
5752,86,1
6410,8378,1
2045,1393,1
636,3215,1
5872,8269,1
4154,7079,1
7532,11003,1
6880,9147,1
6425,766,1
1993,1517,1
8294,8568,1
1797,3498,1
265,2683,1
2597,259,1
636,3184,1
4982,10129,1
408,706,1
1087,110,1
110,7360,1
4237,1673,1
8273,8743,1
8416,8440,1
10302,10308,1
4127,6125,1
4169,3196,1
4196,1878,1
1108,6264,1
5843,5168,1
4742,1033,1
3138,8378,1
1063,6766,1
44,562,1
2140,38,1
4241,2055,1
205,240,1
3393,5861,1
2775,530,1
5133,694,1
4642,509,1
61,951,1
859,279,1
1357,1896,1
10398,8633,1
8076,1674,1
4137,4283,1
5814,1761,1
8351,8949,1
1668,1303,1
5561,98,1
4835,106,1
4177,206,1
6135,4600,1
1810,1393,1
1737,2835,1
8351,9333,1
3104,5904,1
195,3159,1
8089,6235,1
6135,8389,1
996,3618,1
98,1094,1
4920,5837,1
4145,8550,1
4882,3498,1
1486,1619,1
899,7059,1
6,416,1
6133,8193,1
6754,812,1
402,28,1
7002,468,1
1678,81,1
4528,6239,1
751,3417,1
900,537,1
262,2229,1
322,1303,1
523,10040,1
854,405,1
1563,6857,1
2935,2178,1
1067,405,1
6015,4527,1
9010,9299,1
8023,5172,1
4727,6198,1
10241,10157,1
4308,584,1
5980,5584,1
881,2902,1
50,3006,1
1406,1598,1
5370,10130,1
6129,7324,1
534,3185,1
4331,325,1
8302,3909,1
5999,7688,1
3302,2850,1
5149,4679,1
4395,3581,1
183,1218,1
4471,1716,1
7664,4594,1
4954,4312,1
4626,2926,1
75,1085,1
347,2266,1
192,1421,1
3001,3955,1
4154,1037,1
2834,2612,1
8156,7828,1
1038,4647,1
7664,207,1
509,2285,1
622,8988,1
5765,9408,1
2136,81,1
6176,9410,1
5161,49,1
1581,6885,1
6867,1006,1
5937,6055,1
2997,2108,1
8505,5829,1
8036,6744,1
5476,4867,1
3236,6367,1
1237,2532,1
1872,5421,1
572,9,1
7711,2532,1
8351,5781,1
8081,6728,1
8393,4446,1
994,366,1
1645,4446,1
3001,1444,1
352,6,1
8029,10301,1
3683,5765,1
1748,1394,1
358,136,1
4142,4739,1
447,6068,1
8303,1896,1
2991,1570,1
230,6696,1
5937,6974,1
6735,6742,1
7062,5382,1
5914,775,1
775,373,1
5937,5864,1
4142,853,1
493,38,1
325,4773,1
66,235,1
164,539,1
636,571,1
3602,2052,1
10471,1454,1
12,4870,1
6702,6239,1
9045,8386,1
9217,4047,1
4931,2264,1
2112,1009,1
1813,279,1
1124,2339,1
146,7137,1
959,2828,1
8095,2548,1
8373,7068,1
9995,8827,1
8002,8949,1
8020,511,1
5112,2879,1
509,222,1
6230,8280,1
4212,4117,1
6739,7457,1
3882,3610,1
632,2782,1
8292,10301,1
4519,4527,1
2130,154,1
44,147,1
5790,2428,1
2238,4117,1
6802,5766,1
10958,6355,1
5258,1498,1
1054,502,1
3005,3854,1
3345,3396,1
8962,1549,1
414,2149,1
1006,8041,1
6989,714,1
3576,2288,1
3074,2874,1
269,553,1
2240,2690,1
4606,8293,1
206,3484,1
6909,4191,1
3706,3034,1
9850,2392,1
1151,166,1
8052,10608,1
8221,10113,1
717,235,1
5967,7091,1
4170,5470,1
447,6230,1
369,2410,1
6647,1025,1
8373,3513,1
6731,2496,1
38,1421,1
3857,6400,1
4544,10363,1
10472,1775,1
5784,6317,1
1563,4106,1
1454,3697,1
1411,6874,1
177,38,1
4424,2210,1
3315,346,1
3236,7710,1
2721,2245,1
32,2106,1
7128,1645,1
347,1154,1
5346,2706,1
3599,8018,1
5804,4269,1
991,3006,1
9052,229,1
7890,4914,1
5788,176,1
3134,2560,1
2130,3102,1
5826,8055,1
2413,6802,1
4154,6246,1
5765,2416,1
1553,7068,1
9109,5826,1
4348,5881,1
6735,9689,1
455,344,1
3931,6188,1
2270,881,1
7705,7079,1
6296,3336,1
230,1755,1
909,4298,1
6729,8932,1
6744,10675,1
2604,5829,1
12,329,1
5862,5864,1
3044,5168,1
2188,6035,1
6735,1799,1
7630,655,1
431,1210,1
4348,3,1
1270,275,1
6000,6239,1
292,5512,1
2722,1274,1
7969,10362,1
347,3294,1
6120,6030,1
4991,6479,1
2817,3486,1
167,3082,1
829,736,1
377,650,1
3369,2859,1
2188,3383,1
8483,6732,1
9844,5847,1
8235,98,1
2554,2997,1
1977,7609,1
269,2140,1
407,366,1
119,706,1
1616,3129,1
8520,8016,1
1595,1703,1
6880,347,1
1549,10930,1
799,7457,1
5853,2285,1
3004,376,1
1094,3841,1
126,3036,1
585,1791,1
1436,809,1
5871,6068,1
6129,10107,1
1834,4466,1
6135,6188,1
1224,3315,1
1799,1874,1
221,2491,1
4331,6742,1
509,5908,1
587,270,1
2240,1957,1
736,38,1
3236,8074,1
4609,7086,1
3742,10373,1
3675,2859,1
4125,4338,1
2102,2297,1
219,213,1
8724,8011,1
7828,6035,1
2454,1546,1
4412,7054,1
2391,1570,1
2454,1202,1
206,601,1
329,148,1
5937,1682,1
343,4793,1
7634,11018,1
148,240,1
2262,248,1
1108,1179,1
227,213,1
8611,2532,1
2219,809,1
3137,4337,1
3260,3504,1
2242,3484,1
44,227,1
5861,7688,1
2174,81,1
1616,3096,1
589,6815,1
3706,8041,1
8315,6055,1
407,3315,1
5917,4681,1
179,600,1
7831,10027,1
5149,2543,1
2642,3672,1
899,5919,1
5302,8507,1
348,2410,1
1454,8351,1
318,4,1
2041,4782,1
439,568,1
5860,626,1
899,7213,1
350,641,1
75,566,1
1948,3345,1
36,4,1
828,8414,1
566,637,1
7651,10163,1
4609,8345,1
4128,7821,1
4710,4905,1
3170,3222,1
347,8291,1
2266,9405,1
2973,1229,1
7994,9378,1
4681,1872,1
5946,7543,1
4606,8895,1
7667,9033,1
6864,5828,1
6056,9410,1
459,838,1
8006,6692,1
399,415,1
2209,1090,1
809,350,1
1995,2563,1
1533,1303,1
851,77,1
4745,4305,1
7048,1006,1
374,10290,1
332,321,1
4265,4139,1
5835,7039,1
7532,8298,1
1404,1393,1
1941,1620,1
4115,10397,1
5940,2031,1
3697,8291,1
6907,4861,1
10229,6079,1
1766,414,1
7640,10041,1
825,4142,1
10344,7825,1
1549,4514,1
1095,10681,1
10264,10408,1
3524,1210,1
799,443,1
1715,2410,1
368,5654,1
8064,7632,1
103,46,1
192,2160,1
6174,3134,1
676,8291,1
6096,8624,1
343,5961,1
1659,3294,1
4329,520,1
1501,1218,1
4210,2224,1
2764,297,1
6036,6669,1
11063,10214,1
34,707,1
1127,587,1
6514,5122,1
2130,375,1
7792,5512,1
4338,3264,1
6822,8702,1
34,280,1
8291,8022,1
5826,6692,1
4591,2423,1
4590,6164,1
4288,2524,1
344,4899,1
3208,3208,1
8103,4757,1
4138,2277,1
1737,2277,1
3602,5592,1
637,2091,1
318,416,1
8959,6910,1
28,502,1
909,345,1
8935,5105,1
6744,8550,1
1643,2155,1
4801,8269,1
1459,1160,1
2413,178,1
146,1847,1
1477,1591,1
2011,2454,1
5784,2859,1
3186,5905,1
2219,4004,1
2711,4139,1
5853,8171,1
8321,1210,1
5834,7229,1
6407,4501,1
2103,38,1
411,204,1
2916,1098,1
6002,4867,1
1609,6792,1
6470,855,1
4773,4331,1
4702,3841,1
1664,8486,1
344,7695,1
195,578,1
4643,4296,1
1737,2597,1
2382,2386,1
6929,6652,1
2395,1158,1
4868,2577,1
5126,4335,1
136,348,1
6035,3336,1
4186,309,1
6117,325,1
208,809,1
1836,2346,1
487,573,1
4114,1498,1
207,8074,1
4172,1343,1
15,38,1
4471,332,1
6733,5567,1
3909,98,1
4567,11134,1
18,328,1
122,77,1
7708,8351,1
5871,5548,1
6206,6203,1
809,1302,1
4228,5592,1
5629,6193,1
3742,5549,1
4117,4230,1
6868,6252,1
3375,7630,1
4060,899,1
2496,2548,1
8775,9295,1
1523,4905,1
8016,5549,1
3703,6055,1
4124,2835,1
905,1403,1
1063,6130,1
8275,8018,1
3033,3396,1
751,6653,1
4150,442,1
6472,5847,1
8027,2437,1
826,235,1
7068,9873,1
4147,6045,1
2991,3002,1
28,2410,1
540,664,1
899,2701,1
325,5161,1
805,136,1
8271,1183,1
8962,11142,1
1862,405,1
1904,6135,1
5548,2188,1
10040,10782,1
4172,3226,1
8035,3383,1
3097,1620,1
2218,2328,1
75,3138,1
983,5926,1
378,488,1
93,662,1
407,2835,1
3236,110,1
1533,1015,1
7827,6470,1
8381,8000,1
75,488,1
959,362,1
4124,346,1
4285,8011,1
5768,4144,1
86,2828,1
164,6617,1
5656,6338,1
1429,1596,1
815,3222,1
8019,1780,1
983,10030,1
999,2121,1
5857,1338,1
6131,6658,1
314,6083,1
3015,3216,1
1224,1547,1
281,4649,1
2391,930,1
447,6098,1
6731,5153,1
3931,229,1
5486,3256,1
8357,8002,1
5777,3787,1
1693,269,1
9028,9027,1
8365,8015,1
9584,7003,1
2436,571,1
8008,10195,1
343,5456,1
2188,346,1
2545,4442,1
6704,3442,1
490,599,1
7711,8011,1
799,4773,1
539,8342,1
101,2297,1
2212,553,1
4348,4757,1
1320,96,1
3236,10256,1
5853,5346,1
1485,2475,1
812,10075,1
8039,8361,1
2422,3691,1
2346,3222,1
8064,3618,1
4639,4949,1
10191,11077,1
3914,4639,1
1570,1640,1
1824,1805,1
8220,5305,1
1343,415,1
4228,3216,1
2244,1878,1
2543,930,1
2935,2884,1
5893,5548,1
4411,3576,1
2468,9566,1
2155,248,1
1127,566,1
1737,4019,1
173,329,1
1616,2108,1
357,323,1
6056,5305,1
860,8460,1
5772,2188,1
3618,10195,1
301,3677,1
9644,9645,1
441,3001,1
5775,7104,1
1304,612,1
3011,3484,1
1183,6973,1
4209,2422,1
8231,6790,1
3302,6425,1
349,882,1
3293,209,1
5557,98,1
441,1565,1
6220,10367,1
6574,5412,1
98,7761,1
1419,1046,1
2121,4329,1
1579,4228,1
5521,10074,1
523,6728,1
147,1458,1
3518,4688,1
3170,4488,1
407,4117,1
2204,428,1
6728,9790,1
1616,3246,1
230,1703,1
6262,7291,1
8301,7874,1
431,8818,1
814,6692,1
1027,1193,1
4606,5512,1
344,1499,1
4189,4628,1
448,807,1
4589,344,1
829,1364,1
346,612,1
5771,7104,1
6328,5548,1
8298,11161,1
3675,2416,1
5172,8366,1
4108,11032,1
2668,3504,1
8327,8486,1
8319,9253,1
11104,10249,1
9179,7660,1
5059,2222,1
4144,5985,1
1343,3196,1
4117,4269,1
4412,589,1
899,2161,1
367,6590,1
1608,603,1
3259,5104,1
9677,10368,1
483,2229,1
3313,7072,1
636,3648,1
12,1027,1
9590,330,1
8281,6470,1
1020,1586,1
2666,520,1
347,7543,1
6291,7821,1
3706,1942,1
3059,2527,1
5772,6090,1
7795,5988,1
8302,10051,1
2435,2434,1
6419,3854,1
66,566,1
7702,10169,1
8010,5097,1
3909,8361,1
56,506,1
1062,3119,1
347,7026,1
2041,952,1
2764,263,1
10727,5570,1
368,351,1
6386,3523,1
10028,8498,1
8064,4544,1
374,566,1
7148,8574,1
32,1097,1
6079,10301,1
2130,270,1
1124,10069,1
8294,2456,1
4114,479,1
768,49,1
296,354,1
8550,4909,1
210,6317,1
4387,3581,1
5843,1127,1
2763,2762,1
3358,10129,1
366,1625,1
6513,4135,1
8002,5868,1
7539,10168,1
37,416,1
3759,5241,1
7360,8051,1
105,1755,1
106,4463,1
2078,1009,1
899,7712,1
5783,7821,1
1015,366,1
4239,7468,1
8166,6366,1
887,13,1
6703,2571,1
4142,414,1
8524,5850,1
3401,4385,1
10068,6744,1
5424,8426,1
207,2570,1
2943,2524,1
6318,49,1
374,9576,1
4435,3871,1
122,196,1
6129,7076,1
6174,44,1
