SRC,TGT,Sign,FFpp,FFpm,FFmp,FFmm,FBpp,FBpm,FBmp,FBmm,BFpp,BFpm,BFmp,BFmm,BBpp,BBpm,BBmp,BBmm
1778,830,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1778,415,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1779,288,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1779,1144,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1779,1486,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1779,2062,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1779,2119,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1780,3651,-1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1780,1901,-1,7,0,0,0,0,0,0,0,0,1,1,1,0,2,1,1,0
1780,8046,-1,7,0,0,0,0,0,0,0,0,1,0,1,3,0,0,2,0
1780,7821,-1,6,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0
1780,3216,-1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1780,8722,1,7,0,0,0,0,0,0,0,1,1,0,1,2,1,0,1,0
1780,377,-1,4,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0
1780,10713,-1,4,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
1780,5531,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,10770,-1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1781,4115,-1,6,1,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0
1781,11182,-1,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1781,10777,-1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,10273,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,10809,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,8254,-1,6,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0
1781,10303,-1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1781,2123,1,7,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
1781,8269,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1781,9812,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,10340,-1,5,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
1781,10850,-1,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1781,10852,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,10854,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,10859,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,10883,-1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,5254,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,8044,-1,8,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0
1781,1684,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,10400,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,8354,-1,5,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0
1781,2214,-1,7,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,10097,-1,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
1781,10927,-1,6,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0
1781,10929,-1,4,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
1781,10933,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,10946,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,6853,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,376,-1,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,10966,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,6362,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,10982,-1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1781,9451,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,6893,-1,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
1781,6894,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,10482,-1,7,0,0,1,0,0,0,4,2,0,0,0,0,0,0,0,0
1781,4341,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,11003,-1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,1791,-1,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1781,10509,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,9494,-1,5,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1781,11034,-1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1781,306,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,10038,-1,4,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
1781,10049,-1,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
1781,5954,-1,6,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0
1781,10066,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1781,3417,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,10075,1,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
1781,7532,-1,5,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0
1781,10608,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1781,8049,-1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1781,11128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,11129,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,10107,-1,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1781,7042,1,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
1781,10119,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,7565,-1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1781,11157,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,2454,1,4,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0
1781,11160,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,9633,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,8615,-1,7,0,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0
1781,6574,1,10,0,0,1,0,0,0,2,7,0,0,0,0,0,0,0,0
1781,11184,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1781,11187,-1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1781,11192,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,7614,-1,4,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1781,2499,-1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1781,11208,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1781,11210,-1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1781,1995,1,6,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0
1781,7630,-1,10,1,0,0,0,2,0,3,4,0,0,0,0,0,0,0,0
1781,7632,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1781,10705,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,10713,-1,6,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0
1781,5084,-1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1781,11230,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,7655,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1781,8018,-1,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1781,2545,1,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1781,10743,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,8696,-1,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1781,10239,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782,192,1,5,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1
1782,1009,1,15,0,0,0,0,0,0,0,0,6,5,0,4,0,0,0,0
1782,204,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1782,1393,-1,4,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
1782,2899,-1,4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0
1782,2106,1,4,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0
1784,928,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1784,2178,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1784,2819,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1784,38,1,4,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
1784,230,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1784,872,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1784,12,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1784,2861,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1784,2064,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1784,1144,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1784,1266,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1784,1364,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1784,1847,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1784,376,-1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1784,345,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1784,1274,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1784,443,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1784,2106,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1785,441,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1785,612,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1788,612,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1789,612,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1790,612,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1791,192,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1791,930,1,21,0,0,0,0,0,0,0,0,5,6,1,8,1,0,0,0
1791,488,1,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
1791,2120,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1791,1620,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1791,3029,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1791,376,1,13,1,0,0,0,0,0,0,0,2,2,2,6,0,0,0,0
1791,309,1,9,0,0,0,0,0,0,0,0,4,2,0,3,0,0,0,0
1792,2304,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1792,192,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1792,612,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1792,1565,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1793,282,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1793,612,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1793,578,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1796,2106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1797,812,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1797,6601,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1797,3498,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1797,5420,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1797,5904,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1797,6193,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1797,1682,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1797,5996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1797,1753,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1797,1339,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1797,4881,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1799,8193,1,10,1,2,0,1,0,0,0,0,1,5,0,0,0,0,0,0
1799,1878,1,4,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0
1799,5128,1,6,0,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0
1799,7690,-1,7,0,2,0,2,0,0,0,0,0,3,0,0,0,0,0,0
1799,8206,-1,5,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0
1799,5657,1,7,1,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0
1799,9242,-1,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
1799,1565,-1,12,0,1,2,1,0,0,0,0,0,4,1,3,0,0,0,0
1799,36,-1,8,0,1,0,0,0,0,0,0,0,0,2,5,0,0,0,0
1799,3622,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1799,1094,1,16,1,2,3,0,2,0,4,1,1,2,0,0,0,0,0,0
1799,6732,1,22,1,1,2,0,2,2,1,8,2,1,0,0,0,2,0,0
1799,5219,-1,5,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0
1799,9814,-1,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1799,3683,-1,13,1,0,0,0,9,0,1,1,0,0,0,0,1,0,0,0
1799,9316,-1,5,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1799,6759,-1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1799,8816,-1,5,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0
1799,2936,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1799,2172,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1799,9853,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1799,3201,-1,4,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0
1799,7300,-1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1799,5767,1,6,1,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0
1799,650,1,8,1,0,0,0,0,4,0,2,1,0,0,0,0,0,0,0
1799,5771,-1,8,0,0,0,1,1,1,1,3,0,1,0,0,0,0,0,0
1799,5772,-1,5,1,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0
1799,1730,-1,7,2,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0
1799,5781,1,4,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1799,664,1,8,3,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0
1799,2927,-1,10,0,0,1,1,0,0,1,5,0,1,0,0,0,0,1,0
1799,8351,1,19,0,2,3,0,2,5,0,3,1,2,0,0,0,1,0,0
1799,166,-1,22,0,3,0,0,1,0,0,0,1,3,1,10,2,0,1,0
1799,1705,-1,13,0,0,1,0,1,0,0,5,1,1,0,2,0,0,1,1
1799,7344,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1799,1822,1,11,0,0,0,0,2,0,0,1,4,0,4,0,0,0,0,0
1799,8891,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1799,9918,1,5,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1799,2240,-1,15,0,0,0,0,3,0,3,2,0,3,0,0,0,1,2,1
1799,5826,1,9,2,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0
1799,196,-1,14,1,1,0,1,0,0,0,0,1,3,0,7,0,0,0,0
1799,5829,1,7,1,1,2,0,1,0,0,0,1,1,0,0,0,0,0,0
1799,7881,-1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1799,4298,1,4,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0
1799,204,1,12,0,0,1,0,2,0,0,1,1,0,7,0,0,0,0,0
1799,9422,-1,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
1799,7377,-1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1799,8403,1,6,1,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0
1799,6360,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1799,5853,-1,33,1,0,0,0,9,1,3,12,3,1,0,0,2,1,0,0
1799,2782,-1,7,0,2,0,2,0,0,0,0,0,0,0,3,0,0,0,0
1799,4331,1,16,0,0,0,0,3,3,3,4,3,0,0,0,0,0,0,0
1799,239,-1,11,0,3,3,1,0,0,1,0,3,0,0,0,0,0,0,0
1799,3315,-1,9,0,2,0,1,0,0,0,1,1,0,1,3,0,0,0,0
1799,809,1,8,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4,1
1799,7426,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1799,9480,-1,6,0,1,0,2,0,0,0,0,1,2,0,0,0,0,0,0
1799,2835,-1,19,0,0,3,1,0,0,1,0,0,3,6,5,0,0,0,0
1799,6429,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1799,10014,-1,8,1,2,0,2,0,0,0,0,1,2,0,0,0,0,0,0
1799,8483,1,12,2,1,3,0,3,1,0,1,0,1,0,0,0,0,0,0
1799,4905,1,8,0,0,1,2,0,0,0,0,3,0,0,2,0,0,0,0
1799,7470,1,4,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
1799,9523,-1,5,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
1799,9528,1,7,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1799,4412,-1,13,1,1,0,0,2,2,1,4,0,1,0,0,1,0,0,0
1799,2367,1,6,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1
1799,321,-1,6,1,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0
1799,3397,-1,3,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1799,4936,-1,17,0,0,0,0,7,0,6,0,2,2,0,0,0,0,0,0
1799,140,-1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1799,2890,-1,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1799,9550,-1,8,0,1,1,2,0,0,0,0,1,3,0,0,0,0,0,0
1799,1874,1,23,0,0,1,1,0,0,1,1,4,1,7,6,0,0,1,0
1799,5974,-1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1799,344,-1,13,0,0,0,0,3,1,3,1,1,0,0,0,2,0,2,0
1799,8026,1,4,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
1799,5988,1,13,1,1,1,2,0,1,0,2,2,2,1,0,0,0,0,0
1799,360,-1,7,1,0,0,1,0,2,1,1,0,0,1,0,0,0,0,0
1799,3951,-1,13,0,0,2,2,0,0,1,0,0,3,0,5,0,0,0,0
1799,376,-1,30,0,4,2,4,0,0,0,0,1,3,1,15,0,0,0,0
1799,8574,1,4,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
1799,1412,-1,12,0,0,1,0,0,0,0,2,0,3,0,6,0,0,0,0
1799,8071,-1,4,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0
1799,9100,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1799,2459,-1,14,0,0,0,1,1,2,0,3,0,3,0,2,0,0,0,2
1799,8094,1,4,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0
1799,325,1,11,2,0,0,0,5,0,0,1,0,0,0,0,1,1,1,0
1799,930,-1,18,1,1,4,1,0,0,1,0,2,3,1,4,0,0,0,0
1799,1444,1,10,2,0,2,0,1,1,0,3,0,0,0,0,1,0,0,0
1799,9649,-1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1799,3509,-1,6,0,0,0,1,0,0,0,0,1,1,1,2,0,0,0,0
1799,6074,1,7,0,0,3,0,2,0,0,0,1,0,0,0,1,0,0,0
1799,8639,-1,7,0,3,1,1,0,0,0,0,0,2,0,0,0,0,0,0
1799,3523,-1,8,0,1,2,1,0,0,0,0,2,2,0,0,0,0,0,0
1799,1476,1,6,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0
1799,588,-1,27,0,1,1,0,7,5,1,8,1,2,0,0,0,1,0,0
1799,9165,-1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1799,7121,1,5,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
1799,7124,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1799,6106,-1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1799,2529,1,7,1,0,0,1,1,0,1,0,2,0,0,1,0,0,0,0
1799,6116,1,10,2,1,0,0,2,0,1,2,2,0,0,0,0,0,0,0
1799,1001,1,18,2,0,0,0,1,0,1,4,2,0,1,1,1,1,2,2
1799,3050,-1,5,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
1799,7148,1,12,1,0,1,0,2,3,0,2,3,0,0,0,0,0,0,0
1801,3074,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1801,1499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1801,562,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1803,7297,1,6,2,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0
1803,4106,-1,21,0,3,0,0,1,0,0,0,5,1,6,4,0,1,0,0
1803,2700,1,21,0,0,0,0,2,5,1,3,5,0,2,0,2,1,0,0
1803,493,1,9,0,0,0,0,1,1,0,0,1,3,1,1,0,0,0,1
1803,6872,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1803,4270,1,16,2,0,0,0,1,0,0,1,3,4,1,4,0,0,0,0
1803,4503,1,17,0,1,0,0,0,0,0,0,4,5,2,5,0,0,0,0
1803,1304,1,9,0,0,0,0,1,1,0,0,2,2,0,2,0,1,0,0
1803,5785,-1,8,1,1,0,0,1,1,0,0,2,1,0,1,0,0,0,0
1803,5022,1,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
1803,6047,1,7,1,1,0,0,0,0,0,0,2,1,2,0,0,0,0,0
1803,5040,1,4,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
1803,7074,1,14,0,0,2,1,0,0,0,0,4,2,4,1,0,0,0,0
1803,2470,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1803,5034,-1,13,1,3,0,0,1,0,0,1,1,5,0,1,0,0,0,0
1803,4142,1,24,1,1,0,0,3,4,0,2,4,2,1,4,1,0,1,0
1803,176,1,4,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0
1803,7229,1,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1803,2878,1,25,1,0,0,0,3,1,1,2,4,2,0,6,2,1,2,0
1803,2240,1,6,0,0,0,0,1,2,0,0,0,1,0,1,1,0,0,0
1803,3523,-1,14,0,0,0,0,0,1,0,0,2,4,1,5,0,1,0,0
1803,4811,-1,6,0,1,0,0,0,0,0,0,0,2,1,2,0,0,0,0
1803,930,1,29,1,8,0,0,1,0,0,0,3,7,1,8,0,0,0,0
1803,3920,1,7,0,1,0,1,0,0,0,0,1,2,0,2,0,0,0,0
1803,7762,1,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1803,86,1,23,0,0,0,0,4,5,1,2,2,1,3,1,1,3,0,0
1803,6616,1,4,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
1803,2011,1,11,1,0,0,0,1,3,0,0,4,0,1,0,0,1,0,0
1803,479,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1803,3554,1,5,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
1803,4454,1,4,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1803,871,1,8,2,0,0,0,0,0,0,0,1,1,1,2,0,1,0,0
1803,2408,1,5,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0
1803,4204,1,24,0,3,0,0,0,1,0,0,3,4,2,9,0,2,0,0
1803,7917,-1,9,0,2,0,1,0,0,0,0,1,2,1,2,0,0,0,0
1803,4207,1,7,0,2,0,0,1,1,0,0,0,2,0,1,0,0,0,0
1803,112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1803,7921,-1,7,0,0,0,0,0,0,0,0,3,1,0,3,0,0,0,0
1803,7410,1,8,2,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0
1803,5357,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1803,373,1,5,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0
1803,7035,1,10,0,1,0,0,0,0,0,0,0,2,2,5,0,0,0,0
1803,6653,1,4,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0
1804,168,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1805,1528,-1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1805,2553,-1,7,0,0,0,0,0,0,1,0,0,4,0,2,0,0,0,0
1805,547,-1,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
1805,2828,-1,6,0,0,1,0,0,0,0,0,2,1,1,1,0,0,0,0
1806,288,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1806,1517,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1806,1805,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1808,2154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1808,2980,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1808,1158,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1809,1805,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1810,3073,-1,8,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1810,3074,-1,17,0,2,2,4,4,1,0,4,0,0,0,0,0,0,0,0
1810,2114,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1810,2902,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1810,5128,-1,4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
1810,4105,-1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
