SRC,TGT,Sign,FFpp,FFpm,FFmp,FFmm,FBpp,FBpm,FBmp,FBmm,BFpp,BFpm,BFmp,BFmm,BBpp,BBpm,BBmp,BBmm,TXT
2526,388,1,11,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,Duh 
10068,6228,1,0,0,0,0,3,0,0,0,0,0,0,0,16,3,0,0,Time in service at Wikipedia is usually a very important consideration of mine as I believe one needs a lot of exposure to really know how things work around here actually I still don't know how things work around here but I'm going to make an exception for Scimitar's good edits 
1302,1008,1,0,0,0,0,9,1,0,0,1,0,0,0,0,3,0,0,Excellent admin as well as editor HJ is a role model for me = [[Special
1143,1026,1,1,0,0,0,4,1,0,0,7,2,1,0,3,1,0,0,An extensive review of the candidate's new-page patrolling shows no problems their talkpage indicates a collegiate and sensible editor Perhaps some more content work and bredth of experienced might have been preferable However I cannot see any indication that there would be much to gain in asking the candidate to wait a few months particularly given their desire to work on backlogs 
239,220,1,0,2,1,0,34,2,3,0,3,1,0,0,13,1,4,0,Kevin does great work! My personal interactions with him have only been positive he has the maturity and clue to be a great admin Best of luck 
5863,6172,1,0,2,0,0,5,0,0,0,1,2,0,1,0,0,0,0,I've seen a lot of good work from Mecu in a variety of areas He has worked hard on orphaned image patrol and has an obvious need for the tools Take a look at the administrative backlog in areas of image deletion and the benefit of giving Mecu the bit is obvious 
3024,2107,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,good user 
97,1779,-1,3,1,0,0,3,0,1,0,3,0,0,0,0,0,0,0,but weaklybehave yourself for 90 days and then I will change my vote to support in all liklihood
798,6736,1,3,2,0,0,16,0,3,0,6,0,0,0,5,1,0,0,Although the nomination mentions a narrow focus in article space a large fraction seems to be to non-Vancouver articles Everything else is in order 
1135,2962,1,1,0,0,0,2,0,0,0,2,1,0,0,4,1,0,0,per my personal experience as this person is a strong contributor who is willing and able to get vital tasks done Giving him the mop and the tools will only be an improvement - 
3592,1564,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,He is an asset to Wikipedia no reason for me to oppose 
2187,6130,1,8,0,0,0,10,1,1,0,0,0,0,0,0,0,0,0,A very sincere and good editor 
2188,860,1,0,0,0,0,7,1,2,1,3,0,0,0,4,0,0,0,sensible candidate 
5888,8826,1,3,0,1,0,2,0,0,0,4,0,0,2,0,0,0,0,no problems here 
5764,5835,1,4,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,Very Strong Support 
153,1585,1,4,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,Excellent contributions exemplary civility excellent answers Game set and match 
552,601,1,4,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,Don't see any issues 
236,1250,-1,2,1,2,2,0,0,0,0,4,4,0,1,0,0,0,0,the answer are certainly short and sweet which I have no problem with but there need to be enough there for a satisfactory answer which to me isn't the case here Maybe another time 
368,8459,1,6,0,2,0,4,0,1,1,2,0,0,0,1,0,0,0,Fills my requirements 
7323,2209,1,3,0,0,0,19,1,0,0,1,0,0,0,4,0,0,0,I like the answers below and the wide focus May be a vital admin in areas that others might not jump into as quickly 
220,167,1,3,0,0,0,33,2,1,0,1,0,0,0,0,0,1,0,Per the above supports 
5846,4792,-1,2,1,2,1,4,1,2,0,1,0,0,0,0,1,0,0,changed from weak support I remembered where I saw the name user was removing external links to images and citing 
1182,725,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I find it curious that there are many editors I respect in the support column and there are many editors I have had conflict with in the oppose but I must lodge my vote here Adminship is increasingly about dispute resolution management and related peace making and problem solving My interactions and observations of Baseball bugs have all suggested a tendency to speak when silence was preferable to take sides when impartial mediation is needed and to pursue humor and insult over calm Peacemakers are in short supply on ANI and I feel that promoting Bugs would add an admin problem not an admin asset to that arena and that is certainly where he is most likely to go 
6424,6332,1,2,0,0,0,4,0,0,0,8,0,1,0,1,1,0,0,gets my vote of support 
580,2834,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,A hard-worker with a common-sense approach to BLP problems 
152,156,1,4,0,1,0,3,1,0,1,3,1,0,0,0,0,0,0,Investigation reveals plenty of well-thought-out posts written in plain easy-to-understand English They seem to have an understanding of Wiki policies and have a good feel for the culture here A nice mix of article Wikipedia space and talk page edits their user talk page edits consist of custom-written prose not templates which is good By the way I also support more use of the word sprezzatura on this wiki 
2628,4411,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,An occasional lapse in judgment is hardly fatal I certianly make enough to be tolerant to the worst example cited here I'll support a 
6003,5656,1,1,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,Slightly weak answers leaning towards weak support however your generous main space edit count gives you a full support from me thanks/
1123,7359,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Good contributor and seems to work well with others 
7452,4687,1,9,0,0,0,27,0,2,0,4,0,0,0,3,0,0,0,Hrm thought he was already an admin Support 
5799,2,1,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,as Nominator
111,135,-1,1,1,1,1,10,0,2,0,2,1,1,0,1,0,0,0,sorry but the blip in February is too recent for me to have regained enough confidence Keep up with your other good work and I'll happily support in the future 
60,1019,-1,0,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,per Frank and candidate's response to Frank Notability is a matter for AFD the test for speedy deletion via {{tl|A7}} is the much lower hurdle of whether it lacks "a credible assertion of importance or significance" I fear the candidate has not yet grasped that many articles which one would support deletion of at AFD do not meet the criteria for speedy deletion Happy to reconsider in a few months when the candidate has learned to be a little more diplomatic when dealing with Good faith contributors 
2218,2896,1,3,2,1,0,26,4,2,3,2,0,0,0,0,0,0,0,Swing and a miss on Q5 if he reacts to all mistakes in this manner he will make a fine admin 
1123,6245,1,5,1,0,0,6,3,2,1,0,0,0,0,0,0,0,0,Good and responsible contributor I'm impressed by the civil and level-headed interactions with other contributors as well as dedication to the encyclopedia 
2622,6029,1,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,I will support even though the comments are an embarrassment I do note that he has apologized here for the remarks and it is true that there is no pattern of such conduct Intoxication is also no excuse but I think enough time has passed and the contributions prove that this user can be trusted 
2103,1619,1,3,0,0,0,1,1,3,0,1,0,0,0,0,0,0,0,I've seen him around a lot he's clueful does good work and civil He'll make a fine admin 
4527,6134,1,0,0,0,0,10,3,0,0,0,0,0,0,0,1,0,1,per nom and above 
220,1662,1,9,1,0,0,8,1,0,0,1,0,0,0,0,0,1,0,Definitely! Ironholds' nomination hit the nail right on the head for the reason that you should get the tools 
398,2453,1,4,1,0,1,19,4,1,0,0,1,2,0,6,1,1,0,Back during the Malleus issue I saw Majorly attack Malleus quite harshly 
4153,5764,1,4,1,5,1,47,1,29,3,0,0,0,0,5,0,0,0,like the last two times He's clearly qualified and very friendly I know few Wikipedians who have not been somewhat frazzled lately and cannot hold opposer's complaints against candidate 
1157,1222,1,5,1,1,0,3,0,0,0,2,0,0,0,2,0,0,0,I've seen Moni3 around know her work Content is just as important a good content builder will be able to assist more thoroughly especially with requests from newcomers This is an encyclopedia after all I'm sure Moni will be a great administrator Good luck 
858,274,1,5,5,0,0,10,0,0,0,1,0,1,0,0,0,0,0,I thought this was a reconfirmation when I first saw it listed Since when are you not an admin? 
487,344,1,1,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,this guy manages to get people to stop killing each other with walls of text and start actually communicating and making babies content This is a skill that we need as much as writing content or indeed fixing it every time I screw up a double redirect 
2705,31,1,8,0,2,0,21,0,1,0,6,0,0,0,3,0,0,0,for great justice 
3850,5577,-1,2,1,1,0,1,2,2,0,1,0,0,0,1,1,0,0,per Geogre and Redvers 
2453,1871,1,1,0,1,0,20,2,1,1,0,0,0,0,0,0,0,1,I've only ever seen good things from Angus so I expect he'll make a good administrator Good luck! 
4153,2081,1,4,0,1,0,7,0,4,5,1,0,0,0,1,0,0,0,Excellent user calm temperment completely trustworthy 
5620,7090,1,8,0,2,0,13,0,0,0,1,0,3,0,0,0,0,0,I see no problems with this application - looks like a good editor 
4364,2209,1,1,0,0,0,8,0,0,0,3,0,0,0,7,0,0,0,a very well-qualified candidate 
5880,5856,1,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,Makes good contributions a good editor even has the decency to apologise for his actions if he makes a mistake as mentioned above Will make an excellent admin 
5828,5888,1,1,0,0,0,10,1,0,0,4,0,2,5,11,4,1,0,we all would benefit by providing Naconkantari with admin tools 
1000,440,1,7,0,2,0,13,3,1,5,2,1,0,0,2,0,0,0,I note question 2 demonstrates a conflation of "claim to notability" with "claim to significance or importance" The latter is the A7 criterion which is narrower than the former However I'm not seeing any evidence that this common conflation is actually causing him to make incorrect tags Ironholds doesn't make any more mistakes than any reasonable admin does patrolling CAT
8371,1798,1,2,0,0,0,5,2,0,0,3,0,1,0,6,1,5,0,I seemed to overlook this RfA earlier in the candidacy 
1618,440,1,1,0,0,0,2,2,0,0,9,0,0,0,3,1,0,0,There is no real football tinrf 
1728,664,1,1,1,0,0,1,0,0,0,8,3,0,0,0,0,0,0,User seems immensely qualified 
4945,8158,1,2,0,0,0,5,0,5,0,0,0,0,0,2,0,0,0,Yes have had good experiences with this user and I trust xym with a mop 
2380,9555,-1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,per Steel I would like to point out to those that are judging this nomination by the person who nominated it that we are supposed to make a judgement of the editor who has been nominated not the person who nominated them 
274,126,1,0,1,0,0,1,2,0,0,1,1,0,1,0,0,1,0,I always had good dealings with this editor so I see no reason to oppose 
8339,9529,-1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,no community experience would be unable on the basis of his edit record to apply policies
1031,5936,1,1,0,0,0,3,3,1,3,0,0,0,0,1,0,0,0,He wasn't an admin before?! 
101,1760,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,I've noticed this editor many times and had wondered myself why he had never been given the mop yet 
1178,2464,1,1,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,Some answers are confusing but I place my trust in you 
7456,8425,1,12,0,4,0,3,0,1,0,10,0,3,0,1,0,0,0,Short active tenure on my mind but everything looks great the nominator's description was also very convincing 
5014,9473,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,per Visorstuff Additionally we need admins with a broad range of experience who are committed to the project long term as cookiecaper has definately demonstrated 
772,6337,1,3,0,0,0,4,0,1,0,1,0,0,0,1,0,0,0,Bandwagon support I've seen him in discussions and he showed sound judgment and good sense 
2453,467,1,11,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,Canvassing for support is one thing but for opposes is another and is harmful I see no reason why 57 shouldn't be an admin No one is perfect and if this request fails because of canvassing I strongly suggest running again Good luck 
203,80,1,4,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,User has shown exemplary experience I can only assume that they care deeply about improving and maintaining the quality of Wikipedia 
10087,238,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,Always a welcome addition to any debate at VfD where he participates frequently Although I can understand the POV of some editors that he is confrontational I see it more as straightforwardness I have yet to see an action on Carnildo's part that I feel is over the line 
3702,6234,1,13,1,0,0,22,3,0,1,3,0,0,0,0,0,0,0,Extremely Strong Support No question about it 
577,287,1,8,0,0,0,6,0,0,0,7,2,0,0,2,0,0,0,I think he knows what he's doing even if he's not 100% perfect I don't see any indication that he would misuse the tools 
2187,139,1,10,4,3,1,8,1,0,0,3,1,0,0,0,0,0,0,A very strong vandal fighter and a good editor as well The added tools given to him would only benefit this project further 
510,8108,1,2,0,1,0,8,0,2,0,7,1,0,0,2,0,0,0,per above 
4153,664,-1,11,2,5,4,1,1,0,0,2,0,0,0,0,0,0,0,At present the low number of wikispace edits cause me concern There is not yet sufficient evidence that editor has a grasp of policy and process though her devotion to the project is impressive Hang around project-space a bit more and I will gladly support in a few months 
5968,5160,1,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,This will reduce that backlog on 
2896,89,1,5,0,2,0,11,1,1,0,1,0,0,0,0,0,0,0,Yes sure 
217,76,1,0,0,2,0,20,0,2,1,0,0,5,0,0,0,3,0,The nom is great admin material I can support fully with no reservations ~ 
2218,880,1,11,1,0,0,4,0,3,0,0,0,0,0,0,0,0,0,I typically require more experience in the usual admin forums but reading the questions above looking through the candidate's meta contributions and the obvious article building experience makes me land decisively in the support camp I trust this candidate with the tools - definitely a net positive 
6097,6083,1,3,0,0,0,15,0,0,0,3,0,0,0,4,0,0,0,The great nom doesn't leave out anything for me to say All I can say is that Deepu is one of the most dedicated editors I have met and that he would be the last person to abuse admin tools And that is all I have to say about that 
2422,1031,1,1,0,0,0,0,1,0,3,0,0,0,0,2,1,0,0,Seems like a good choice -
5911,538,1,1,0,1,0,3,0,1,0,3,0,0,0,0,0,0,0,the user for adminship but not the refusal to answer questions I have no doubt Ragesoss will be a fine admin That said I disagree with refusing to answer questions because one believes RfA should be "less intense" Slightly pointy even if defensible On that point remember that 
1798,4662,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,he needs the tools Frequent reverter of vandalism/tests and reports people to 
2422,811,-1,0,1,0,0,2,2,0,1,1,0,0,0,5,5,0,0,Do not trust the candidate's judgment Sorry nothing personal -
2129,6029,-1,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,That diff presented and discussed here is enough reason 
239,379,1,11,0,0,0,4,1,3,0,5,0,1,0,1,0,0,0,I personally haven't seen this user around but my general impression of Yunshui from looking through recent contributions and the awesome answer to question 7 move me to support Best of luck! 
2228,964,1,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,The above 100 support comments are very persuasive The nominators of this candidate should be commended for their evident wisdom and judgment 
3073,3094,1,4,1,0,0,4,0,1,0,2,0,3,0,1,0,4,0,Did you know that I managed to sneak in a last-minute support? 
345,1564,-1,2,1,3,2,2,0,0,0,1,3,0,0,0,0,0,0,per the temperament issues 
5846,8958,1,9,0,4,1,2,1,1,2,4,0,4,0,1,2,0,0,whilst desperately trying to avoid any 'thought he was an admin already' cliches I thought he was an admin already 
6160,1451,-1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,per above concerns Doesn't seem like the user is familiar with 
5635,1484,1,2,0,0,0,4,0,0,0,2,0,1,0,2,0,2,0,-Good  short for once but still good 
2139,1008,1,2,1,0,1,6,1,1,1,4,2,0,1,2,0,1,1,What I have seen has been good I can trust this editor 
48,6238,1,6,1,0,0,11,0,2,0,1,1,0,0,1,0,0,0,Cliché support This guy's already an admin right? Seriously he may not have been around long enough last time but now he's clearly got more than enough experience No hesitation 
22,1338,-1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Nearly 4000 mainspace edits and only 58 edits to article talk That's way too low We need admins who've done something other than revert vandalism 
27,76,1,10,0,1,0,32,0,1,1,3,0,0,0,0,0,0,0,Great work on the project and a very constructive and collegial approach 
875,538,1,1,0,0,0,3,0,0,0,3,0,0,0,2,0,0,0,Glad you finally gave in to pressure Would have liked to co-nom but with me being away and all no hard feelings! Just be prepared that some people will assume you're evil just because you have a badge 
7456,3335,1,6,0,0,0,10,1,5,2,8,0,2,0,4,3,0,0,per all above and 
167,1639,1,7,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,absolute unequivocal support
916,217,-1,0,1,0,0,0,0,2,1,0,6,0,0,1,0,0,0,I'm just not seeing enough experience or knowledge of admin or indeed any non-content related tasks There is no one thing that raises enough of a red flag to oppose but across all the questions the lack of references to policies the various noticeboards and similar makes me wonder if they have enough knowledge of these areas I am also somewhat concerned by their oppose to Calabe1992 RfA Not because I think it's in retaliation or anything but rather because of the comments like "But he has done a total of only 34 edits to this page 34!" which seems to show that they do not have enough experience of how different editors work - 34 edits to an article for some contributors would be a lot and could represent a lot of good content work if they used preview a lot and only saved at the end of a major edit 
236,575,-1,4,0,2,2,1,0,0,0,13,2,0,2,5,2,0,0,The username don't concern me The world write with more than latin script when did we become a tyranny that says only latin script is acceptable? The April Fool don't concern me by its intention I wouldn't had done it but a little humour does no harm though what actually ended up happening was unfortunate and not what we want IRC incident don't concern me Some on here need to lighten up a little Conservapedia however does concern me If it's okay for wp editors to vandalise Conservapedia because we disagree with it then it's equally okay for people to vandalise wp because they disagree with it Even if all this had cease better answers re this and other opposes concerns is needed Then there are the raised concerns each on its own is nothing to oppose over but combined raise enough question to push it over the line as of this time 
359,191,1,2,0,1,0,4,0,4,0,0,0,0,0,0,0,0,0,Moved from neutral Anyone who can edit in that contentious area with that degree of calmness either is a very worthy candidate or needs to share his meds around the wiki No further concerns
6924,6251,1,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,0,Cliche Support I thought he alr*stops* you know where this is going - 
3335,1564,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,weakly per David Fuchs on image use policy but more strongly on the 
18,2101,-1,6,1,0,1,20,2,0,0,3,0,0,0,1,0,0,0,I'm concerned about knowledge of some admin areas you want to work in Of the few 
7136,8290,1,4,0,4,0,6,0,0,2,7,0,1,0,11,0,1,1,Strongest support possible
2209,5577,1,5,1,1,1,3,2,1,1,1,2,0,0,3,0,0,0,More candidates like this one please! TM Support Sorry to be cliched but I seriously thought he was one already He's more inclusionist than I am if such is possible but well reasoned not rabid 
944,1457,1,4,0,3,0,0,0,0,0,4,0,2,0,0,0,0,0,He definitely knows his policies and he would make a great administrator 
220,2108,1,10,6,0,0,5,0,0,0,1,0,3,0,0,0,0,0,Considering all that you have done giving you the tools wouldn't hurt 
6097,2982,1,3,0,0,0,10,0,0,0,3,0,0,0,1,0,0,0,per the superb nom - 
5774,48,1,1,0,0,0,7,2,1,1,0,0,0,0,1,0,0,0,Isolated incidents are no big deal we all goof up our communications every once in a while In any case adminship is no big deal 
1062,7147,1,3,0,2,0,0,5,0,0,1,0,1,0,1,1,0,0,sig issues have been resolved promptly which is a good sign to me 
126,598,1,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,While more content contributions would be nice but the note on the candidate's userpage that he likes to take articles only up to B-class combined with the several hundred edits on 4-5 articles replace that little void I have in my support nicely Great success rate at AfD as well as a decent amount of them I also like that the user has several AfD's in the Most edited project-space list on X!s edit counter which shows that he is not afraid to dive into a controversial AfD and cause more drama provide a logical solution Would like to caution the candidate about doing some non-admin work in the realm of AIV and RFPP as he has no edits to either of those pages But still the only possible way I'll be able to oppose this candidate is if it turns out he worships Rex Ryan by sacrificing Tom Brady jerseys to a large green and white trash can five times a day Good luck 
11,1554,1,12,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,We need more article writers as administrators Writing an FA means he's capable of knowing Wikipedia policies 
2187,8320,1,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,A good editor 
1765,5301,1,0,0,0,0,17,1,1,0,2,0,0,0,0,0,0,0,Definite Support Will not abuse tools That's simply all that matters 
6741,8336,1,2,0,0,0,2,0,0,0,6,0,3,0,1,0,0,0,I'm always the last one to know 
16,505,1,11,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,What? No! I wanted to nominate her! 
5784,2699,1,1,0,0,0,6,0,0,0,5,0,1,0,2,0,0,0,as co-nom excellent candidate 
2699,18,1,1,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,Great user Well-reasoned moderated responsible
1900,6741,-1,4,3,0,0,4,0,0,0,0,1,0,0,0,0,0,0,per JoanneB above Also I would recommend getting some decent article work under your belt In my experience it helps with stress no end and helps you centre on the goal of the project
1223,929,-1,0,2,1,1,0,0,1,0,3,0,0,1,0,0,0,0,Regretful oppose CSD is one of my hot buttons too much damage can be done by violating or "ignoring the rules" when it comes to CSD-
2218,2051,1,8,0,1,0,1,4,0,2,0,0,0,0,0,0,0,0,No problems here 
1008,68,-1,2,0,1,0,10,2,1,1,2,0,3,1,1,0,0,0,I couldn't care less if 99% of edits were automated to me that seems an absurd argument to make However what gravely concerns me is the lack of work outside vandal fighting- which I dabble in myself and I consider a very respectable field However I don't see any substantial work that shows what they would be like as an admin If you were to come back in a few months with slightly greater breadth of experience on the project I would certainly not oppose I really hope this doesn't dampen your enthusiasm for the project 
235,156,1,10,1,1,0,5,2,0,0,2,1,0,0,0,0,0,0,I've seen the user around a lot and often mistaken the user for an admin Number of articles created is lacking but quality of the two articles created is good I see a lot of vandalism fighting and lots of experience on 
2129,1569,-1,4,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,Just too many issues drama and past problems 
10101,1123,1,0,0,0,0,4,0,1,0,0,0,0,0,4,0,0,0,A assiduous courteous editor 
1487,860,1,1,0,0,0,7,0,1,1,1,0,0,0,1,1,6,0,Of course fantastic candidate 
4190,4252,1,8,0,1,0,21,1,2,0,1,0,1,0,2,0,0,0,looks very good 
2339,4105,1,2,0,0,0,1,0,0,0,6,0,0,0,1,0,0,0,demon is already highly trusted by the community as the head of MEDCOM so this is a no-brainer 
369,1494,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Recently reviewed in relation to AUSC and was impressed with what I saw and the way he handled himself I share Jclemens' opinion about Bahamut's AUSC work to date 
22,3212,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Good editor 
8506,6439,1,2,0,0,0,2,0,0,0,10,1,0,0,4,0,1,0,Like Totally Support Dude I thought you were an admin already Can't believe you're not! Awesome editor deserves a mop very much so 
3371,2479,-1,1,0,4,0,2,0,1,0,3,0,0,0,0,0,0,0,Admins can get away with being rude but not that rude 
12,220,1,1,2,0,0,30,2,1,3,0,0,0,0,16,0,2,0,I have some concerns but I think they are overcome by the standard that they would be a net positive with the tools While it would have been better if the nom mentioned the CCI I don't believe I should hold that against the candidate who is not responsible for the nomination itself particularly since there was no pattern of misconduct shown I also found Drmies comments above very helpful 
2622,6247,1,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,from Neutral I am satisfied that Brendel doesn't make it a habit to use stats as a bat The extent of your work both in quantity and quality is impressive 
1411,440,1,1,0,1,1,3,1,4,2,1,1,1,1,1,1,3,1,I have always found Ironholds to be a committed organised and approachable editor ╟─
7639,6334,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Sure A good guy 
8253,10279,1,0,1,0,5,0,0,0,0,2,1,1,1,0,0,0,0,was helpful at GF still helpful now 
6573,8488,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Active in reverting vandalism and tagging new images 
2339,4502,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,E's made some nice bots and the tools would help him out during bot testing if nothing else I think the objections to his "bragging" are a bit alarmist Well if the RfA fails at least you know how to answer the questions next time 
4153,7090,1,9,0,3,0,6,2,2,0,1,0,0,0,0,0,0,0,Excellent very friendly candidate 
1765,4364,1,5,0,0,0,6,0,0,0,2,0,0,0,1,0,0,0,I only have positive things to say about this user 
5421,464,1,3,0,0,0,40,1,2,0,2,0,0,0,1,0,0,0,Absolutely should be an asset to the admin team —
4799,588,1,8,0,1,0,2,1,1,2,0,0,0,0,1,0,0,0,Has dealt with criticism well and shown restraint in waiting until now to run again No serious issues identified by opposers Easy support 
4990,4945,1,1,0,0,0,8,2,1,1,0,0,0,0,5,0,0,0,Awww I got here late again The oppose votes surprise me in my experience he's always made a good-faith effort in contributing 
194,6102,1,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,now a change from no vote at all in June I am not a deletionist per se but we sometimes agree Arkyan seems like a good guy 
538,2699,1,1,1,0,0,4,0,0,0,6,0,0,0,1,0,0,0,I trust this user AD responds well to criticisms and I have no worries about tool abuse
316,3,1,5,0,2,0,3,0,1,1,4,0,0,0,0,0,0,0,No particular concerns 
1402,1482,1,0,1,0,0,2,0,1,0,4,0,0,0,0,0,0,0,The CSD tagging worries me but I've been there before and I know what it's like and I trust this user he's helpful nice and a fantastic content contributor — 
4384,1545,1,1,0,0,0,5,0,0,0,0,0,0,0,3,1,0,0,Alison is a well-rounded Wikipedian with an excellent grasp of policy Calm in the face of vandalism and trolling she manages to AGF when mere mortals give up in frustration I have no reservations in giving her the tools - she knows how to use them and will use them to protect and improve the 'pedia 
5567,392,1,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,I see no problems with him being an administrator 
4330,7868,-1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,as above
27,1494,1,5,1,0,0,1,0,1,0,2,0,0,0,1,0,0,0,I was impressed when I had a look at AUSC nom time And besides a mop would look good next to the Armenian curse 
414,2246,-1,0,0,0,0,2,1,0,0,3,2,0,0,1,0,0,0,Per Closedmouth and Sandstein Both the worries about inexperience and the whole account switching thing make me uncomfortable 
5754,9007,1,3,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,Indeed Also not afraid to ask questions when he's not sure which is something we could use in more admins 
852,189,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Sarah's done a great job at the Teahouse and will be a fine administrator 
6741,8916,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,She has proved to me that she deserves adminship and that she wouldn't abuse it 
2187,4580,1,21,0,1,0,21,2,0,0,1,0,0,0,0,0,1,0,No problems here 
1562,929,1,8,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Let the Pile On commence! Knows his stuff prompt and polite His opinions are his own and I do not believe they would interfere with his use of the mop 
109,8931,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,One of those 'he is not an admin yet??' cases 
866,27,1,1,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0,FINALLY! I've been waiting and waiting for this one Will be a tremendous asset 
203,516,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,The outcome of this RFA is pretty evident no matter how I !vote but I'll chime in here at the end to offer my thoughts First of all I'm impressed with your involvement at the Tea House Advising newcomers is not easy work and requires a broad knowledge of policy a friendly demeanor and level-headedness I'm convinced you have all three characteristics which are crucial to being a successful administrator I've perused your talk page archives going back to last January and see an editor who's friendly and willing to learn from mistakes I also like your answer to Q3 sysops must learn from mistakes Lastly you have a good amount of experience and a clean block log I'm more than happy to support Good luck Happy Easter if you celebrate it 
6228,10279,-1,2,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,for now despite excellent work on the whole My problem is much the same as those above although I can definitely understand the reactions I would advise NickBush24 to read about
1798,256,1,2,1,0,0,5,1,8,1,1,0,1,0,1,0,1,0,yes please Additional comment
565,575,-1,3,4,1,0,2,0,0,0,3,0,1,0,4,0,1,0,Per Cunard and most of the above The answer to Q15 is quite cringeworthy IMO Extremely uncomfortable at this point with this user getting the tools Sorry – 
379,516,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,I've seen Nthep around at the Teahouse and elsewhere and been quietly impressed I like the answers to the questions above and I reckon he's got the right attitude to be a competent admin 
2129,7481,-1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Based upon the lack of the project space edits I just believe you need much more in-depth experience within the project before there is even a need for tools 
2453,1569,1,8,0,1,0,4,0,0,0,1,2,1,0,0,0,0,0,I've had the pleasure of meeting Geni in real life and can safely say that he isn't evil or crazy He's very dedicated to this and related projects like Commons very knowledgable and has been around for years The wheel war was over 18 months ago It's long-forgotten history Strongly endorse this candidate! 
750,6985,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes 
60,2296,1,3,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,Clean block log very longterm contributor and I couldn't see anything wrong in his contributions 
3373,4502,1,9,3,0,0,6,0,1,0,3,0,0,0,0,0,0,0,I have seen E around and I believe he can handle the job as an admin quite wellHe was one of the few user that helped me a lot at 
584,2339,1,1,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,without doubt - 
139,3870,1,2,1,0,0,1,1,0,0,6,2,3,1,0,1,0,2,{{subst
